org1,org2,total,2008,2009,2010,2011,2012,2013
PHPH,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,MODL,0.0045187967,0.0000000000,0.0027137042,0.0027137042,0.0000000000,0.0000000000,0.0000000000
MDYF,PHYS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,PHPH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,EDUC,0.0003073008,0.0001958608,0.0000652869,0.0001305739,0.0000000000,0.0000000000,0.0000000000
GSEN,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,QUEN,0.0000919870,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000736485
SPAI,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,ORDS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,PHPH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,EDUC,0.0001614111,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001292324
PSYC,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,PANM,0.0052489611,0.0015212982,0.0004437120,0.0013945233,0.0005704868,0.0007606491,0.0009508114
CHEM,GELY,0.0032946185,0.0009213193,0.0007370555,0.0001842639,0.0002763958,0.0007370555,0.0006449235
BIOC,QUEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,QUEN,0.0001266991,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001014405
GEOG,BISC,0.0022451041,0.0000000000,0.0000000000,0.0003753049,0.0001876525,0.0009382623,0.0005629574
QUEN,PANM,0.0001922599,0.0000000000,0.0000000000,0.0000000000,0.0000926956,0.0000926956,0.0000000000
EDUC,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,MATH,0.0003410327,0.0001729805,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001729805
EFIM,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MEED,QUEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,GELY,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,SSCM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,MVSF,0.1589904871,0.0408163265,0.0000000000,0.0000000000,0.0408163265,0.0816326531,0.0000000000
LANG,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,GELY,0.0001009642,0.0000000000,0.0000000000,0.0000000000,0.0000453885,0.0000000000,0.0000453885
EDUC,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,MVEN,0.0001995931,0.0000000000,0.0000000000,0.0002283105,0.0000000000,0.0000000000,0.0000000000
GELY,MATH,0.0020530698,0.0002626740,0.0000000000,0.0010506961,0.0000000000,0.0002626740,0.0005253480
MDYF,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,SSCM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,VESC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,MATH,0.0019545792,0.0000000000,0.0001587806,0.0000000000,0.0004763417,0.0001587806,0.0009526834
ENGF,MSAD,0.0203454955,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0185185185,0.0000000000
EFIM,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,BIOC,0.0030992474,0.0001337972,0.0004013915,0.0002675943,0.0012041745,0.0004013915,0.0006689858
LANG,PHPH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,CHSE,0.0220197693,0.0000000000,0.0000000000,0.0119047619,0.0119047619,0.0000000000,0.0000000000
CHEM,MVSF,0.0015405341,0.0021321962,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,PHYS,0.0006000750,0.0001245330,0.0000000000,0.0002490660,0.0000000000,0.0001245330,0.0001245330
VESC,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,BIOC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SCIF,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,PANM,0.0036837488,0.0000000000,0.0007720021,0.0002573340,0.0007720021,0.0010293361,0.0007720021
PHPH,BISC,0.0014659694,0.0004068900,0.0000000000,0.0002712600,0.0000000000,0.0005425200,0.0002712600
VESC,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,QUEN,0.0002883030,0.0000401220,0.0000401220,0.0001203659,0.0000802439,0.0000401220,0.0000000000
CABI,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SOCS,MATH,0.0001954004,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001564456
GSEN,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,ORDS,0.0012223595,0.0000000000,0.0000000000,0.0000000000,0.0012531328,0.0000000000,0.0000000000
PHYS,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,HUMS,0.0069870715,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0029761905,0.0029761905
SART,CHSE,0.0030357585,0.0042016807,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,MVEN,0.0011644023,0.0001876525,0.0000000000,0.0006567836,0.0000000000,0.0000938262,0.0002814787
BISC,REST,0.0002553668,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002044572
ENGF,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,REST,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,REST,0.0001183646,0.0000000000,0.0000000000,0.0000000000,0.0001213445,0.0000000000,0.0000000000
LAWD,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,MATH,0.0032457148,0.0000000000,0.0007736944,0.0007736944,0.0005802708,0.0003868472,0.0007736944
INOV,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,BISC,0.0769488470,0.0127603678,0.0161381122,0.0120097579,0.0127603678,0.0146368925,0.0127603678
MODL,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,MODL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,SSCM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,MVEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,PHPH,0.0674099585,0.0117635526,0.0131359671,0.0113714342,0.0101950789,0.0131359671,0.0113714342
EDUC,EFIM,0.0012399433,0.0006289308,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0006289308
PANM,MVSF,0.0104366297,0.0000000000,0.0024630542,0.0000000000,0.0000000000,0.0049261084,0.0024630542
SSCM,LAWD,0.0004448973,0.0000000000,0.0003844675,0.0000000000,0.0000000000,0.0001281558,0.0000000000
VESC,PHPH,0.0001790584,0.0000000000,0.0000000000,0.0000000000,0.0000804959,0.0000000000,0.0000804959
MATH,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,BIOC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
VESC,MVEN,0.0000543180,0.0000000000,0.0000000000,0.0000000000,0.0000556855,0.0000000000,0.0000000000
EDUC,VESC,0.0042075710,0.0012271821,0.0010737843,0.0003067955,0.0004601933,0.0010737843,0.0004601933
MEED,VESC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PSYC,PSYC,0.2061670686,0.0181077411,0.0344047080,0.0316885469,0.0362154821,0.0380262562,0.0488909009
BIOC,MVSF,0.0365187765,0.0057915058,0.0096525097,0.0019305019,0.0096525097,0.0057915058,0.0057915058
SPAI,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,ORDS,0.2835020581,0.0175438596,0.0760233918,0.0584795322,0.0584795322,0.0467836257,0.0409356725
LANG,REST,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GSEN,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,MEED,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SCIF,REST,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,MATH,0.0006314377,0.0000000000,0.0000000000,0.0004213187,0.0000000000,0.0000000000,0.0002106594
CABI,PHPH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
NSQI,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CABI,BIOC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,ORDS,0.0006252126,0.0002618487,0.0002618487,0.0002618487,0.0000000000,0.0000000000,0.0000000000
BISC,CHEM,0.0005567692,0.0000000000,0.0000000000,0.0001022286,0.0001022286,0.0001022286,0.0002044572
CHSE,BIOC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,NSQI,0.0275176252,0.0181818182,0.0181818182,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,BISC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPOL,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,QUEN,0.0003937838,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0003584229,0.0000000000
CHEM,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,VESC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,SPAI,0.0011072688,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0008865248
CHEM,VESC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,BIOC,0.0026255485,0.0000000000,0.0000000000,0.0009319664,0.0006989748,0.0002329916,0.0006989748
SPOL,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,PHPH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EDUC,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,PANM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,VESC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,PSYC,0.0022573982,0.0000000000,0.0000000000,0.0002106594,0.0000000000,0.0002106594,0.0014746155
SPOL,LAWD,0.0026640037,0.0000000000,0.0006071645,0.0000000000,0.0000000000,0.0006071645,0.0012143291
BIOC,BIOC,0.0547614547,0.0054784514,0.0120525931,0.0073046019,0.0084002922,0.0105916728,0.0120525931
REST,MVEN,0.0055865774,0.0017378859,0.0010222858,0.0015334287,0.0010222858,0.0006133715,0.0004089143
EDUC,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PANM,MEED,0.0020534510,0.0008841733,0.0000000000,0.0000000000,0.0008841733,0.0000000000,0.0004420866
PHPH,LANG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,BISC,0.0014863308,0.0003382378,0.0000000000,0.0000000000,0.0000000000,0.0001691189,0.0008455945
EDUC,CHEM,0.0001113713,0.0000000000,0.0001408054,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVEN,BIOC,0.0010933407,0.0000925583,0.0000000000,0.0000925583,0.0000925583,0.0004627916,0.0002776749
GSEN,CABI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,LAWD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,MSAD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,MATH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MODL,PSYC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MSAD,BISC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,SART,0.0005529524,0.0000000000,0.0000000000,0.0006325111,0.0000000000,0.0000000000,0.0000000000
MEED,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,PHYS,0.0007727385,0.0010695187,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
EFIM,PHPH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
INOV,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SSCM,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BISC,ORDS,0.0002640367,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002403268,0.0000000000
MATH,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,SART,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
REST,PHYS,0.0012858087,0.0005427408,0.0001356852,0.0004070556,0.0001356852,0.0002713704,0.0000000000
EDUC,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,PSYC,0.0008517867,0.0000000000,0.0000000000,0.0002287806,0.0002287806,0.0000000000,0.0003431709
MEED,BIOC,0.0003029167,0.0000000000,0.0000000000,0.0003465003,0.0000000000,0.0000000000,0.0000000000
PHPH,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,SCIF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LANG,ORDS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHPH,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHSE,PHPH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,CHSE,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,GEOG,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
PHYS,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MATH,PHYS,0.0032457148,0.0000000000,0.0007736944,0.0007736944,0.0005802708,0.0003868472,0.0007736944
PHYS,MVSF,0.0028536539,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0025974026,0.0000000000
PHYS,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SCIF,SPAI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GEOG,SPAI,0.0061425208,0.0000000000,0.0005707763,0.0017123288,0.0022831050,0.0011415525,0.0005707763
HUMS,PHYS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ENGF,BISC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MDYF,SOCS,0.0024177383,0.0000000000,0.0000000000,0.0012254902,0.0000000000,0.0012254902,0.0000000000
LANG,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
CHEM,CHEM,0.0823716117,0.0093562041,0.0115838717,0.0142570728,0.0154822900,0.0180441078,0.0152595233
MVSF,SOCS,0.0048625651,0.0005252101,0.0005252101,0.0000000000,0.0010504202,0.0015756303,0.0010504202
MDYF,EFIM,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,SOCS,0.0002561562,0.0000000000,0.0000000000,0.0000000000,0.0002626050,0.0000000000,0.0000000000
QUEN,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPOL,REST,0.0015927248,0.0002446782,0.0002446782,0.0000000000,0.0000000000,0.0000000000,0.0009787130
PSYC,VESC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,HUMS,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
BIOC,SPOL,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
MVSF,MDYF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SPAI,ENGF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
LAWD,MVSF,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SART,EDUC,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
GELY,INOV,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
SCIF,PHPH,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
ORDS,SPOL,0.0012301705,0.0002876043,0.0005752085,0.0002876043,0.0000000000,0.0002876043,0.0000000000
ORDS,GSEN,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
HUMS,NSQI,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
QUEN,QUEN,0.0705071465,0.0103480171,0.0083824720,0.0109261186,0.0117932709,0.0141634871,0.0158399815
